ASV,fwd_rev,domain,conf.d,phylum,conf.p,class,conf.c,order,conf.o,family,conf.f,genus,conf.g,species,conf.s
ASV2508,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Capnodiales,100%,Mycosphaerellaceae,100%,Dissoconium,100%,Dissoconium aciculare,59%
ASV2509,+,Fungi,100%,Basidiomycota,100%,Cystobasidiomycetes,100%,Erythrobasidiales,100%,Erythrobasidiales_Incertae sedis,100%,Erythrobasidium,100%,Sporobolomyces yunnanensis,55%
ASV2511,+,Fungi,100%,Ascomycota,61%,Pezizomycetes,17%,Pezizales,17%,Morchellaceae,14%,Imaia,9%,Imaia gigantea,9%
ASV2513,+,Fungi,100%,Ascomycota,65%,Pezizomycetes,17%,Pezizales,17%,Morchellaceae,15%,Morchella,13%,Morchella sp Mes_22,8%
ASV2514,+,Fungi,100%,Ascomycota,95%,Dothideomycetes,45%,Capnodiales,43%,Mycosphaerellaceae,35%,Graphiopsis,22%,Graphiopsis chlorocephala,22%
ASV2516,+,Fungi,100%,Ascomycota,100%,Pezizomycetes,99%,Pezizales,99%,Pyronemataceae,99%,Geopora,98%,Geopora arenicola,48%
ASV2517,+,Fungi,100%,Ascomycota,39%,Pezizomycetes,29%,Pezizales,29%,Pezizaceae,29%,Peziza,26%,Peziza depressa,26%
ASV2518,+,Fungi,100%,Zygomycota,4%,Mucoromycotina_Incertae sedis,4%,Mortierellales,4%,Mortierellaceae,4%,Mortierella,4%,Mortierella epigama,4%
ASV2519,+,Fungi,100%,Glomeromycota,76%,Glomeromycetes,76%,Glomerales,76%,Glomeraceae,76%,Glomus,47%,Glomus sp Bad Sachsa,21%
ASV2520,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Inocybaceae,100%,Inocybe,100%,Inocybe serotina,9%
ASV2521,+,Fungi,100%,Ascomycota,97%,Sordariomycetes,88%,Microascales,44%,Microascaceae,44%,Pseudallescheria,20%,Pseudallescheria africana,18%
ASV2524,+,Fungi,100%,Ascomycota,74%,Pezizomycetes,46%,Pezizales,46%,Pezizaceae,44%,Peziza,34%,Peziza depressa,32%
ASV2525,+,Fungi,100%,Basidiomycota,52%,Agaricostilbomycetes,9%,Agaricostilbales,9%,Agaricostilbaceae,6%,Bensingtonia,6%,Bensingtonia naganoensis,5%
ASV2526,+,Fungi,100%,Ascomycota,83%,Dothideomycetes,8%,Botryosphaeriales,5%,Botryosphaeriaceae,5%,Phyllosticta,4%,Phyllosticta hamamelidis,4%
ASV2527,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Entolomataceae,76%,Entoloma,76%,Entoloma conferendum,26%
ASV2529,+,Fungi,100%,Ascomycota,51%,Saccharomycetes,19%,Saccharomycetales,19%,Saccharomycetales_Incertae sedis,18%,Candida,13%,Candida anneliseae,10%
ASV2530,+,Fungi,100%,Ascomycota,87%,Eurotiomycetes,33%,Eurotiales,19%,Trichocomaceae,19%,Penicillium,7%,Penicillium expansum,6%
ASV2531,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Nidulariaceae,100%,Cyathus,100%,Cyathus stercoreus,100%
ASV2533,+,Fungi,100%,Chytridiomycota,39%,Chytridiomycetes,39%,Spizellomycetales,37%,Spizellomycetaceae,37%,Spizellomyces,36%,Spizellomyces plurigibbosus,19%
ASV2534,+,Fungi,100%,Ascomycota,92%,Sordariomycetes,84%,Sordariales,37%,Chaetomiaceae,12%,Myceliophthora,11%,Corynascus sepedonium,10%
ASV2535,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,99%,Agaricales,99%,Bolbitiaceae,94%,Conocybe,94%,Conocybe rickenii,94%
ASV2539,+,Fungi,100%,Ascomycota,60%,Pezizomycetes,28%,Pezizales,28%,Pyronemataceae,15%,Geopora,13%,Geopora tenuis,10%
ASV2540,+,Fungi,100%,Basidiomycota,25%,Ustilaginomycetes,5%,Ustilaginales,5%,Ustilaginales_Incertae sedis,3%,Farysizyma,3%,Farysizyma itapuensis,3%
ASV2542,+,Fungi,100%,Zygomycota,6%,Mucoromycotina_Incertae sedis,6%,Mortierellales,6%,Mortierellaceae,6%,Mortierella,6%,Mortierella epigama,6%
ASV2543,+,Fungi,100%,Ascomycota,72%,Orbiliomycetes,33%,Orbiliales,33%,Orbiliaceae,33%,Arthrobotrys,21%,Arthrobotrys amerospora,7%
ASV2544,+,Fungi,100%,Basidiomycota,84%,Agaricomycetes,75%,Agaricales,38%,Hebelomataceae,5%,Hebeloma,4%,Hebeloma syrjense,3%
ASV2546,+,Fungi,100%,Zygomycota,28%,Mucoromycotina_Incertae sedis,28%,Mortierellales,13%,Mortierellaceae,13%,Mortierella,13%,Mortierella epigama,12%
ASV2547,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Entolomataceae,100%,Clitopilus,100%,Clitopilus scyphoides,100%
ASV2548,+,Fungi,100%,Zygomycota,17%,Mucoromycotina_Incertae sedis,14%,Mortierellales,11%,Mortierellaceae,11%,Mortierella,11%,Mortierella epigama,9%
ASV2549,+,Fungi,100%,Zygomycota,98%,Mucoromycotina_Incertae sedis,98%,Mortierellales,97%,Mortierellaceae,97%,Mortierella,97%,Mortierella epigama,73%
ASV2550,+,Fungi,100%,Chytridiomycota,90%,Chytridiomycetes,90%,Rhizophlyctidales,88%,Rhizophlyctidaceae,88%,Rhizophlyctis,88%,Rhizophlyctis rosea,88%
ASV2551,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,97%,Entolomataceae,97%,Clitopilus,97%,Clitopilus scyphoides,91%
ASV2552,+,Fungi,100%,Basidiomycota,93%,Agaricomycetes,90%,Auriculariales,78%,Auriculariales_Incertae sedis,78%,Exidia,61%,Exidia glandulosa,61%
ASV2555,+,Fungi,100%,Ascomycota,98%,Dothideomycetes,48%,Capnodiales,42%,Mycosphaerellaceae,39%,Graphiopsis,22%,Graphiopsis chlorocephala,22%
ASV2557,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Hypocreales_Incertae sedis,100%,Acremonium,100%,Acremonium fusidioides,100%
ASV2568,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,98%,Sordariales,79%,Sordariaceae,31%,Neurospora,31%,Sordaria fimicola UOA/HCPF10849,24%
ASV2570,+,Fungi,100%,Ascomycota,61%,Dothideomycetes,40%,Pleosporales,35%,Didymellaceae,22%,Didymella,17%,Didymella exigua,13%
ASV2573,+,Fungi,100%,Ascomycota,64%,Dothideomycetes,45%,Pleosporales,43%,Lophiostomataceae,21%,Massarina,19%,Massarina igniaria,19%
ASV2574,+,Fungi,100%,Ascomycota,41%,Saccharomycetes,9%,Saccharomycetales,9%,Saccharomycetales_Incertae sedis,6%,Cyberlindnera,5%,Cyberlindnera fabianii,5%
ASV2576,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Melanosporales,93%,Ceratostomataceae,93%,Harzia,93%,Harzia acremonioides,93%
ASV2579,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Cystofilobasidiales,100%,Cystofilobasidiaceae,100%,Guehomyces,100%,Guehomyces pullulans,100%
ASV2580,+,Fungi,100%,Glomeromycota,82%,Glomeromycetes,82%,Glomerales,82%,Glomeraceae,82%,Glomus,77%,Glomus sp 3 SUN_2011,46%
ASV2581,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Leptosphaeriaceae,100%,Paraphoma,100%,Paraphoma chrysanthemicola,100%
ASV2583,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Tremellales,100%,Tremellaceae,100%,Cryptococcus,100%,Cryptococcus flavus,99%
ASV2584,+,Fungi,100%,Ascomycota,100%,Saccharomycetes,100%,Saccharomycetales,100%,Debaryomycetaceae,100%,Meyerozyma,100%,Meyerozyma caribbica,92%
ASV2585,+,Fungi,100%,Ascomycota,95%,Dothideomycetes,89%,Pleosporales,85%,Pleosporales_Incertae sedis,47%,Pyrenochaeta,40%,Pyrenochaeta gentianicola,38%
ASV2586,+,Fungi,100%,Zygomycota,16%,Mucoromycotina_Incertae sedis,14%,Mortierellales,8%,Mortierellaceae,8%,Mortierella,8%,Mortierella epigama,7%
ASV2587,+,Fungi,100%,Ascomycota,98%,Dothideomycetes,98%,Pleosporales,98%,Sporormiaceae,97%,Preussia,97%,Preussia terricola,89%
ASV2588,+,Fungi,100%,Ascomycota,98%,Eurotiomycetes,96%,Chaetothyriales,96%,Herpotrichiellaceae,96%,Cladophialophora,84%,Cladophialophora chaetospira,49%
ASV2590,+,Fungi,100%,Ascomycota,85%,Dothideomycetes,46%,Pleosporales,41%,Venturiaceae,41%,Tothia,40%,Tothia fuscella,40%
ASV2591,+,Fungi,100%,Ascomycota,99%,Eurotiomycetes,99%,Chaetothyriales,99%,Herpotrichiellaceae,99%,Exophiala,99%,Exophiala cancerae,50%
ASV2592,+,Fungi,100%,Glomeromycota,76%,Glomeromycetes,76%,Glomerales,76%,Glomeraceae,76%,Glomus,29%,Glomus mosseae,4%
ASV2593,+,Fungi,100%,Ascomycota,96%,Dothideomycetes,51%,Capnodiales,48%,Mycosphaerellaceae,25%,Mycosphaerella,17%,Cercospora zeina,9%
ASV2595,+,Fungi,100%,Ascomycota,49%,Orbiliomycetes,7%,Orbiliales,7%,Orbiliaceae,7%,Arthrobotrys,6%,Arthrobotrys amerospora,2%
ASV2597,+,Fungi,100%,Ascomycota,54%,Saccharomycetes,28%,Saccharomycetales,28%,Saccharomycetales_Incertae sedis,26%,Cyberlindnera,20%,Cyberlindnera fabianii,20%
ASV2598,+,Fungi,100%,Ascomycota,67%,Dothideomycetes,45%,Pleosporales,42%,Sporormiaceae,26%,Westerdykella,21%,Westerdykella ornata,20%
ASV2599,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,99%,Hypocreales_Incertae sedis,97%,Myrothecium,96%,Myrothecium leucotrichum,96%
ASV2600,+,Fungi,100%,Ascomycota,58%,Saccharomycetes,13%,Saccharomycetales,13%,Trichomonascaceae,5%,Zygoascus,5%,Zygoascus meyerae,5%
ASV2601,+,Fungi,100%,Basidiomycota,80%,Agaricomycetes,70%,Agaricales,56%,Hygrophoraceae,21%,Camarophyllopsis,12%,Camarophyllopsis hymenocephala,12%
ASV2605,+,Fungi,100%,Ascomycota,73%,Eurotiomycetes,14%,Eurotiomycetidae_Incertae sedis,0%,Monascaceae,0%,Monascus,0%,Monascus fumeus,0%
ASV2607,+,Fungi,100%,Zygomycota,18%,Mucoromycotina_Incertae sedis,18%,Mortierellales,17%,Mortierellaceae,17%,Mortierella,17%,Mortierella epigama,15%
ASV2609,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Sporormiaceae,100%,Preussia,100%,Preussia pilosella,97%
ASV2610,+,Fungi,100%,Ascomycota,81%,Lecanoromycetes,26%,Teloschistales,14%,Teloschistaceae,14%,Caloplaca,14%,Caloplaca lactea,14%
ASV2611,+,Fungi,100%,Basidiomycota,95%,Agaricomycetes,90%,Atheliales,14%,Atheliaceae,14%,Tretomyces,14%,Tretomyces lutescens,14%
ASV2612,+,Fungi,100%,Zygomycota,13%,Mucoromycotina_Incertae sedis,13%,Mortierellales,7%,Mortierellaceae,7%,Mortierella,7%,Mortierella epigama,5%
ASV2614,+,Fungi,100%,Ascomycota,93%,Dothideomycetes,75%,Pleosporales,59%,Pleosporales_Incertae sedis,40%,Letendraea,40%,Letendraea helminthicola,40%
ASV2615,+,Fungi,100%,Ascomycota,100%,Saccharomycetes,100%,Saccharomycetales,100%,Dipodascaceae,100%,Basidioascus,100%,Basidioascus undulatus,40%
ASV2616,+,Fungi,100%,Ascomycota,72%,Pezizomycetes,64%,Pezizales,64%,Pezizaceae,64%,Peziza,41%,Peziza depressa,34%
ASV2617,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Sporormiaceae,100%,Preussia,100%,Preussia sp GP_2006a,66%
ASV2619,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Pleosporaceae,100%,Cochliobolus,64%,Pseudocochliobolus,13%
ASV2622,+,Fungi,100%,Ascomycota,89%,Eurotiomycetes,20%,Chaetothyriales,11%,Herpotrichiellaceae,11%,Phaeococcomyces,11%,Phaeococcomyces nigricans,11%
ASV2623,-,Fungi,100%,Basidiomycota,48%,Agaricomycetes,40%,Boletales,12%,Boletaceae,12%,Leccinum,12%,Leccinum piceinum,7%
ASV2624,+,Fungi,100%,Basidiomycota,84%,Agaricomycetes,76%,Agaricales,36%,Agaricaceae,11%,Macrolepiota,8%,Macrolepiota fuliginosa,8%
ASV2628,+,Fungi,100%,Ascomycota,69%,Dothideomycetes,29%,Pleosporales,26%,Lophiostomataceae,22%,Massarina,22%,Massarina igniaria,22%
ASV2629,+,Fungi,100%,Basidiomycota,51%,Ustilaginomycetes,26%,Ustilaginales,26%,Ustilaginaceae,17%,Schizonella,6%,Schizonella melanogramma,6%
ASV2631,+,Fungi,100%,Basidiomycota,77%,Agaricomycetes,67%,Agaricales,61%,Hygrophoraceae,31%,Camarophyllopsis,25%,Camarophyllopsis hymenocephala,25%
ASV2632,+,Fungi,100%,Ascomycota,98%,Sordariomycetes,89%,Sordariales,59%,Lasiosphaeriaceae,54%,Cladorrhinum,36%,Cladorrhinum phialophoroides,36%
ASV2633,+,Fungi,100%,Basidiomycota,62%,Ustilaginomycetes,23%,Ustilaginales,23%,Ustilaginales_Incertae sedis,11%,Farysizyma,11%,Farysizyma itapuensis,11%
ASV2634,+,Fungi,100%,Ascomycota,97%,Sordariomycetes,94%,Hypocreales,65%,Hypocreales_Incertae sedis,36%,Stachybotrys,22%,Stachybotrys elegans,22%
ASV2637,+,Fungi,100%,Zygomycota,9%,Mucoromycotina_Incertae sedis,9%,Mortierellales,6%,Mortierellaceae,6%,Mortierella,6%,Mortierella epigama,6%
ASV2638,+,Fungi,100%,Basidiomycota,84%,Microbotryomycetes,64%,Leucosporidiales,20%,Leucosporidiaceae,20%,Mastigobasidium,13%,Mastigobasidium intermedium,13%
ASV2639,+,Fungi,100%,Ascomycota,95%,Leotiomycetes,92%,Erysiphales,92%,Erysiphaceae,92%,Golovinomyces,72%,Golovinomyces artemisiae,28%
ASV2641,+,Fungi,100%,Basidiomycota,100%,Microbotryomycetes,100%,Sporidiobolales,100%,Sporidiobolales_Incertae sedis,100%,Sporobolomyces,100%,Sporobolomyces vermiculatus,82%
ASV2642,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Tremellales,100%,Tremellales_Incertae sedis,100%,Hannaella,100%,Hannaella kunmingensis,100%
ASV2645,+,Fungi,100%,Basidiomycota,55%,Exobasidiomycetes,9%,Tilletiales,6%,Tilletiaceae,6%,Tilletia,6%,Tilletia moliniae,6%
ASV2646,+,Fungi,100%,Basidiomycota,95%,Agaricomycetes,89%,Russulales,32%,Auriscalpiaceae,22%,Lentinellus,22%,Lentinellus castoreus subsp YL_2009,15%
ASV2647,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Montagnulaceae,97%,Paraphaeosphaeria,89%,Paraphaeosphaeria michotii,89%
ASV2649,+,Fungi,100%,Basidiomycota,51%,Exobasidiomycetes,11%,Tilletiales,11%,Tilletiaceae,11%,Tilletia,11%,Tilletia moliniae,11%
ASV2651,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Pleosporales_Incertae sedis,100%,Pyrenochaeta,100%,Pyrenochaeta cava,99%
ASV2652,+,Fungi,100%,Ascomycota,74%,Saccharomycetes,20%,Saccharomycetales,20%,Saccharomycetales_Incertae sedis,12%,Candida,10%,Candida santamariae var santamariae,5%
ASV2654,+,Fungi,100%,Basidiomycota,65%,Agaricomycetes,39%,Agaricales,35%,Agaricaceae,10%,Macrolepiota,4%,Macrolepiota fuliginosa,3%
ASV2655,+,Fungi,100%,Glomeromycota,85%,Glomeromycetes,85%,Glomerales,85%,Glomeraceae,85%,Glomus,83%,Glomus sp 3 SUN_2011,67%
ASV2658,+,Fungi,100%,Basidiomycota,79%,Agaricomycetes,65%,Agaricales,46%,Psathyrellaceae,10%,Psathyrella,10%,Psathyrella fibrillosa,10%
ASV2659,+,Fungi,100%,Glomeromycota,29%,Glomeromycetes,29%,Glomerales,29%,Glomeraceae,29%,Rhizophagus,18%,Rhizophagus sp MUCL 43208,14%
ASV2660,+,Fungi,100%,Chytridiomycota,37%,Chytridiomycetes,37%,Spizellomycetales,33%,Spizellomycetaceae,33%,Spizellomyces,33%,Spizellomyces plurigibbosus,29%
ASV2665,+,Fungi,100%,Ascomycota,40%,Pezizomycetes,18%,Pezizales,18%,Pezizaceae,15%,Peziza,12%,Peziza depressa,12%
ASV2666,+,Fungi,100%,Ascomycota,59%,Dothideomycetes,11%,Botryosphaeriales,8%,Botryosphaeriaceae,8%,Phyllosticta,6%,Phyllosticta hamamelidis,6%
ASV2669,+,Fungi,100%,Ascomycota,100%,Leotiomycetes,99%,Helotiales,98%,Helotiaceae,49%,Leptodontidium,48%,Leptodontidium elatius,48%
ASV2670,+,Fungi,100%,Ascomycota,91%,Lecanoromycetes,71%,Ostropales,63%,Stictidaceae,63%,Stictis,45%,Stictis populorum,34%
ASV2671,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Botryosphaeriales,100%,Botryosphaeriaceae,100%,Microdiplodia,100%,Microdiplodia miyakei,98%
ASV2672,+,Fungi,100%,Ascomycota,85%,Dothideomycetes,23%,Botryosphaeriales,16%,Botryosphaeriaceae,16%,Botryosphaeria,7%,Fusicoccum fabicercianum,7%
ASV2673,+,Fungi,100%,Chytridiomycota,19%,Chytridiomycetes,19%,Spizellomycetales,17%,Spizellomycetaceae,17%,Spizellomyces,17%,Spizellomyces dolichospermus,8%
ASV2674,+,Fungi,100%,Zygomycota,9%,Mucoromycotina_Incertae sedis,9%,Mortierellales,7%,Mortierellaceae,7%,Mortierella,7%,Mortierella epigama,7%
ASV2675,+,Fungi,100%,Ascomycota,73%,Eurotiomycetes,7%,Onygenales,2%,Arthrodermataceae,2%,Trichophyton,1%,Trichophyton raubitschekii,1%
ASV2676,+,Fungi,100%,Chytridiomycota,8%,Chytridiomycetes,8%,Rhizophydiales,6%,Rhizophydiaceae,6%,Rhizophydium,6%,Rhizophydium brooksianum,5%
ASV2677,+,Fungi,100%,Basidiomycota,25%,Agaricomycetes,15%,Agaricales,15%,Agaricaceae,6%,Macrolepiota,6%,Macrolepiota fuliginosa,6%
ASV2681,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,99%,Lasiosphaeriaceae,99%,Podospora,98%,Podospora intestinacea,98%
ASV2686,+,Fungi,100%,Ascomycota,72%,Dothideomycetes,16%,Capnodiales,6%,Mycosphaerellaceae,5%,Ramichloridium,5%,Ramichloridium anceps,5%
ASV2687,+,Fungi,100%,Zygomycota,10%,Mucoromycotina_Incertae sedis,10%,Mortierellales,7%,Mortierellaceae,7%,Mortierella,7%,Mortierella epigama,6%
ASV2688,+,Fungi,100%,Zygomycota,10%,Mucoromycotina_Incertae sedis,10%,Mortierellales,6%,Mortierellaceae,6%,Mortierella,6%,Mortierella epigama,6%
ASV2689,+,Fungi,100%,Basidiomycota,33%,Microbotryomycetes,13%,Sporidiobolales,13%,Sporidiobolales_Incertae sedis,13%,Rhodotorula,12%,Rhodotorula hordea,10%
ASV2691,+,Fungi,100%,Glomeromycota,18%,Glomeromycetes,18%,Glomerales,17%,Glomeraceae,17%,Rhizophagus,11%,Rhizophagus sp MUCL 43208,9%
ASV2692,+,Fungi,100%,Ascomycota,36%,Saccharomycetes,20%,Saccharomycetales,20%,Saccharomycetaceae,16%,Saccharomyces,15%,Saccharomyces boulardii,8%
ASV2694,+,Fungi,100%,Ascomycota,89%,Dothideomycetes,78%,Pleosporales,75%,Lophiostomataceae,56%,Massarina,56%,Massarina igniaria,52%
ASV2695,+,Fungi,100%,Basidiomycota,99%,Tremellomycetes,99%,Tremellales,99%,Tremellaceae,99%,Cryptococcus,99%,Cryptococcus paraflavus,99%
ASV2700,+,Fungi,100%,Basidiomycota,51%,Agaricostilbomycetes,12%,Agaricostilbales,12%,Agaricostilbaceae,11%,Bensingtonia,11%,Bensingtonia miscanthi,11%
ASV2701,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Russulales,100%,Russulaceae,100%,Russula,100%,Russula nigricans,99%
ASV2702,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,98%,Sordariales,76%,Cephalothecaceae,24%,Phialemonium,24%,Phialemonium dimorphosporum,24%
ASV2703,+,Fungi,100%,Ascomycota,99%,Sordariomycetes,94%,Xylariales,74%,Hyponectriaceae,17%,Microdochium,17%,Microdochium bolleyi,17%
ASV2704,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,100%,Chaetomiaceae,100%,Chaetomium,100%,Chaetomium megalocarpum,55%
ASV2705,+,Fungi,100%,Basidiomycota,39%,Ustilaginomycetes,5%,Ustilaginales,5%,Melanotaeniaceae,5%,Melanotaenium,5%,Melanotaenium euphorbiae,5%
ASV2706,+,Fungi,100%,Zygomycota,97%,Mucoromycotina_Incertae sedis,97%,Mortierellales,96%,Mortierellaceae,96%,Mortierella,96%,Mortierella epigama,76%
ASV2708,+,Fungi,100%,Ascomycota,98%,Eurotiomycetes,45%,Eurotiales,31%,Trichocomaceae,29%,Talaromyces,13%,Talaromyces spectabilis,9%
ASV2709,+,Fungi,100%,Ascomycota,87%,Leotiomycetes,62%,Helotiales,60%,Helotiales_Incertae sedis,55%,Tetracladium,55%,Tetracladium maxilliforme,24%
ASV2710,+,Fungi,100%,Ascomycota,95%,Sordariomycetes,92%,Sordariales,76%,Sordariales_Incertae sedis,65%,Carpoligna,64%,Carpoligna pleurothecii,64%
ASV2711,+,Fungi,100%,Chytridiomycota,92%,Chytridiomycetes,92%,Rhizophlyctidales,85%,Rhizophlyctidaceae,85%,Rhizophlyctis,85%,Rhizophlyctis rosea,85%
ASV2713,+,Fungi,100%,Zygomycota,4%,Mucoromycotina_Incertae sedis,4%,Mortierellales,3%,Mortierellaceae,3%,Mortierella,3%,Mortierella epigama,2%
ASV2715,+,Fungi,100%,Neocallimastigomycota,7%,Neocallimastigomycetes,7%,Neocallimastigales,7%,Neocallimastigaceae,7%,Cyllamyces,7%,Cyllamyces aberensis,7%
ASV2716,+,Fungi,100%,Basidiomycota,43%,Agaricomycetes,33%,Agaricales,17%,Psathyrellaceae,5%,Psathyrella,2%,Psathyrella fibrillosa,2%
ASV2717,+,Fungi,100%,Zygomycota,35%,Mucoromycotina_Incertae sedis,34%,Mucorales,34%,Pilobolaceae,14%,Pilobolus,14%,Pilobolus crystallinus var. kleinii,4%
ASV2719,+,Fungi,100%,Ascomycota,86%,Dothideomycetes,79%,Botryosphaeriales,44%,Botryosphaeriaceae,44%,Microdiplodia,43%,Aporospora terricola,43%
ASV2720,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Coniochaetales,75%,Coniochaetaceae,75%,Lecythophora,41%,Lecythophora fasciculata,29%
ASV2721,+,Fungi,100%,Zygomycota,15%,Mucoromycotina_Incertae sedis,11%,Mortierellales,3%,Mortierellaceae,3%,Mortierella,3%,Mortierella epigama,3%
ASV2723,+,Fungi,100%,Ascomycota,94%,Dothideomycetes,86%,Pleosporales,86%,Sporormiaceae,80%,Preussia,54%,Preussia isomera,45%
ASV2724,+,Fungi,100%,Zygomycota,5%,Mucoromycotina_Incertae sedis,5%,Mortierellales,5%,Mortierellaceae,5%,Mortierella,5%,Mortierella epigama,3%
ASV2727,+,Fungi,100%,Chytridiomycota,60%,Chytridiomycetes,59%,Spizellomycetales,56%,Spizellomycetaceae,56%,Spizellomyces,54%,Spizellomyces pseudodichotomus,40%
ASV2729,+,Fungi,100%,Glomeromycota,74%,Glomeromycetes,74%,Glomerales,74%,Glomeraceae,74%,Glomus,68%,Glomus indicum,37%
ASV2730,+,Fungi,100%,Ascomycota,100%,Eurotiomycetes,100%,Eurotiales,100%,Trichocomaceae,100%,Aspergillus,100%,Aspergillus insuetus,88%
ASV2731,+,Fungi,100%,Zygomycota,22%,Mucoromycotina_Incertae sedis,22%,Mortierellales,17%,Mortierellaceae,17%,Mortierella,17%,Mortierella epigama,16%
ASV2734,+,Fungi,100%,Ascomycota,72%,Dothideomycetes,11%,Dothideomycetidae_Incertae sedis,5%,Eremomycetaceae,5%,Arthrographis,5%,Arthrographis kalrae,5%
ASV2735,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,96%,Sordariales,67%,Lasiosphaeriaceae,49%,Cladorrhinum,25%,Cladorrhinum phialophoroides,25%
ASV2736,+,Fungi,100%,Ascomycota,97%,Sordariomycetes,82%,Hypocreales,51%,Nectriaceae,13%,Gibberella,7%,Fusarium venenatum,6%
ASV2737,+,Fungi,100%,Basidiomycota,62%,Agaricostilbomycetes,6%,Agaricostilbales,6%,Agaricostilbaceae,6%,Bensingtonia,6%,Bensingtonia naganoensis,5%
ASV2738,+,Fungi,100%,Ascomycota,92%,Dothideomycetes,11%,Botryosphaeriales,10%,Botryosphaeriaceae,10%,Botryosphaeria,8%,Fusicoccum fabicercianum,5%
ASV2740,+,Fungi,100%,Basidiomycota,63%,Agaricomycetes,32%,Agaricales,28%,Agaricaceae,7%,Macrolepiota,7%,Macrolepiota fuliginosa,6%
ASV2741,+,Fungi,100%,Basidiomycota,43%,Agaricomycetes,31%,Agaricales,22%,Agaricaceae,9%,Macrolepiota,9%,Macrolepiota fuliginosa,8%
ASV2744,+,Fungi,100%,Ascomycota,99%,Eurotiomycetes,98%,Chaetothyriales,98%,Chaetothyriales_Incertae sedis,97%,Strelitziana,97%,Strelitziana mali,75%
ASV2748,+,Fungi,100%,Zygomycota,33%,Mucoromycotina_Incertae sedis,33%,Mortierellales,11%,Mortierellaceae,11%,Mortierella,11%,Mortierella epigama,8%
ASV2753,+,Fungi,100%,Ascomycota,72%,Orbiliomycetes,26%,Orbiliales,26%,Orbiliaceae,26%,Arthrobotrys,18%,Arthrobotrys amerospora,10%
ASV2755,+,Fungi,100%,Zygomycota,8%,Mucoromycotina_Incertae sedis,8%,Mortierellales,6%,Mortierellaceae,6%,Mortierella,6%,Mortierella epigama,2%
ASV2757,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Hypocreales,100%,Hypocreaceae,100%,Hypocrea,100%,Trichoderma citrinoviride,62%
ASV2758,+,Fungi,100%,Basidiomycota,100%,Ustilaginomycotina_Incertae sedis,100%,Malasseziales,100%,Malasseziales_Incertae sedis,100%,Malassezia,100%,Malassezia restricta,100%
ASV2762,+,Fungi,100%,Ascomycota,97%,Dothideomycetes,39%,Capnodiales,35%,Mycosphaerellaceae,24%,Graphiopsis,11%,Graphiopsis chlorocephala,11%
ASV2766,+,Fungi,100%,Ascomycota,88%,Dothideomycetes,80%,Pleosporales,77%,Phaeosphaeriaceae,37%,Phaeosphaeriopsis,25%,Phaeosphaeria oryzae,25%
ASV2767,+,Fungi,100%,Ascomycota,96%,Dothideomycetes,52%,Capnodiales,48%,Mycosphaerellaceae,26%,Mycosphaerella,16%,Cercospora zeina,7%
ASV2768,+,Fungi,100%,Chytridiomycota,100%,Chytridiomycetes,100%,Spizellomycetales,100%,Spizellomycetaceae,100%,Spizellomyces,100%,Spizellomyces dolichospermus,100%
ASV2769,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Tremellales,100%,Tremellaceae,83%,Cryptococcus,83%,Cryptococcus sp LCF_08,66%
